user_id,item_id,event_type,rating,timestamp,scene_id,slot_id,country,age_bucket,content_sensitivity,placement_object
U00091,B0025,add_to_cart,4,2026-01-13T17:37:00+00:00,S004,SL0059,US,18-24,high,bottle
U00557,B0047,view,1,2026-01-07T05:34:00+00:00,S018,SL0028,US,25-34,low,bottle
U00427,B0008,click,3,2026-01-04T05:10:00+00:00,S002,SL0019,US,25-34,medium,bottle
U00344,B0035,view,1,2026-01-15T20:45:00+00:00,S029,SL0024,IN,35-44,low,bottle
U00744,B0057,view,1,2026-01-24T08:50:00+00:00,S011,SL0016,US,18-24,medium,bottle
U00044,B0037,click,3,2026-01-30T23:19:00+00:00,S007,SL0036,US,18-24,low,bottle
U00536,B0048,view,1,2026-01-11T00:12:00+00:00,S010,SL0023,US,35-44,medium,bottle
U00154,B0013,view,1,2026-01-23T03:39:00+00:00,S028,SL0048,IN,18-24,low,bottle
U00020,B0033,add_to_cart,4,2026-01-31T09:07:00+00:00,S005,SL0035,IN,18-24,low,bottle
U00394,B0020,view,1,2026-01-17T02:25:00+00:00,S006,SL0045,IN,45+,medium,bottle
U00754,B0005,click,3,2026-01-25T15:19:00+00:00,S029,SL0012,IN,18-24,low,bottle
U00645,B0021,add_to_cart,4,2026-01-21T13:44:00+00:00,S002,SL0059,IN,18-24,medium,bottle
U00775,B0066,click,3,2026-01-06T22:15:00+00:00,S002,SL0022,US,13-17,medium,bottle
U00729,B0029,add_to_cart,4,2026-01-20T03:03:00+00:00,S020,SL0011,IN,18-24,medium,bottle
U00608,B0024,view,1,2026-01-02T11:39:00+00:00,S020,SL0031,US,13-17,medium,bottle
U00126,B0002,view,1,2026-01-27T15:23:00+00:00,S017,SL0053,IN,18-24,medium,bottle
U00562,B0057,view,1,2026-01-07T08:59:00+00:00,S006,SL0004,US,18-24,medium,bottle
U00694,B0052,purchase,5,2026-01-19T13:28:00+00:00,S026,SL0019,US,35-44,low,bottle
U00733,B0008,click,3,2026-01-10T14:34:00+00:00,S019,SL0032,US,25-34,medium,bottle
U00286,B0051,view,1,2026-01-05T14:55:00+00:00,S021,SL0053,IN,35-44,low,bottle
U00186,B0042,view,1,2026-01-19T15:24:00+00:00,S028,SL0058,IN,45+,low,bottle
U00660,B0008,view,1,2026-01-09T09:01:00+00:00,S025,SL0005,IN,18-24,low,bottle
U00532,B0028,click,3,2026-01-11T13:24:00+00:00,S027,SL0054,EU,25-34,low,bottle
U00709,B0063,view,1,2026-01-03T17:39:00+00:00,S012,SL0029,IN,18-24,low,bottle
U00785,B0027,view,1,2026-01-10T04:43:00+00:00,S007,SL0034,AE,25-34,low,bottle
U00699,B0004,add_to_cart,4,2026-01-06T05:49:00+00:00,S005,SL0017,IN,18-24,low,bottle
U00289,B0037,view,1,2026-01-28T22:15:00+00:00,S029,SL0014,IN,25-34,low,bottle
U00746,B0006,click,3,2026-01-04T09:49:00+00:00,S016,SL0044,IN,18-24,medium,bottle
U00394,B0066,view,1,2026-01-26T05:36:00+00:00,S027,SL0049,IN,45+,low,bottle
U00590,B0020,view,1,2026-01-18T04:06:00+00:00,S030,SL0055,US,13-17,medium,bottle
U00505,B0060,view,1,2026-01-22T13:46:00+00:00,S024,SL0059,IN,35-44,low,bottle
U00779,B0039,add_to_cart,4,2026-01-24T07:00:00+00:00,S013,SL0040,EU,45+,low,bottle
U00621,B0021,click,3,2026-01-25T07:21:00+00:00,S009,SL0051,EU,25-34,low,bottle
U00146,B0057,view,1,2026-01-04T16:40:00+00:00,S026,SL0016,US,18-24,low,bottle
U00062,B0070,view,1,2026-01-27T11:27:00+00:00,S022,SL0011,IN,35-44,low,bottle
U00042,B0036,view,1,2026-01-23T20:14:00+00:00,S022,SL0029,EU,35-44,low,bottle
U00230,B0054,add_to_cart,4,2026-01-28T23:56:00+00:00,S002,SL0033,US,18-24,medium,bottle
U00393,B0049,purchase,5,2026-01-08T05:33:00+00:00,S029,SL0058,IN,35-44,low,bottle
U00036,B0010,click,3,2026-01-21T20:41:00+00:00,S014,SL0014,US,25-34,low,bottle
U00673,B0002,view,1,2026-01-18T17:24:00+00:00,S014,SL0046,AE,13-17,low,bottle
U00759,B0044,click,3,2026-01-05T15:13:00+00:00,S015,SL0029,US,25-34,medium,bottle
U00658,B0044,view,1,2026-01-07T04:59:00+00:00,S001,SL0015,US,18-24,low,bottle
U00001,B0065,view,1,2026-01-18T21:06:00+00:00,S030,SL0003,EU,35-44,medium,bottle
U00134,B0068,view,1,2026-01-02T00:41:00+00:00,S018,SL0016,US,35-44,low,bottle
U00354,B0037,view,1,2026-01-11T05:36:00+00:00,S025,SL0025,IN,18-24,low,bottle
U00692,B0021,view,1,2026-01-19T02:04:00+00:00,S020,SL0059,EU,35-44,medium,bottle
U00229,B0066,view,1,2026-01-22T19:52:00+00:00,S011,SL0008,IN,35-44,medium,bottle
U00189,B0025,view,1,2026-01-18T09:36:00+00:00,S016,SL0040,EU,18-24,medium,bottle
U00259,B0009,view,1,2026-01-13T01:10:00+00:00,S010,SL0057,US,25-34,medium,bottle
U00653,B0051,click,3,2026-01-14T06:21:00+00:00,S012,SL0019,IN,35-44,low,bottle
U00300,B0059,view,1,2026-01-24T01:07:00+00:00,S009,SL0031,IN,18-24,low,bottle
U00698,B0029,purchase,5,2026-01-16T04:22:00+00:00,S005,SL0040,IN,25-34,low,bottle
U00720,B0060,view,1,2026-01-27T10:21:00+00:00,S013,SL0055,AE,18-24,low,bottle
U00258,B0025,view,1,2026-01-02T16:43:00+00:00,S015,SL0020,US,18-24,medium,bottle
U00593,B0068,click,3,2026-01-07T08:26:00+00:00,S010,SL0003,US,13-17,medium,bottle
U00606,B0029,view,1,2026-01-19T04:59:00+00:00,S012,SL0060,EU,18-24,low,bottle
U00752,B0008,click,3,2026-01-18T16:00:00+00:00,S007,SL0021,US,18-24,low,bottle
U00305,B0018,view,1,2026-01-14T03:10:00+00:00,S009,SL0041,EU,18-24,low,bottle
U00349,B0004,click,3,2026-01-02T18:42:00+00:00,S011,SL0016,IN,25-34,medium,bottle
U00134,B0062,click,3,2026-01-25T00:20:00+00:00,S024,SL0040,US,35-44,low,bottle
U00178,B0027,view,1,2026-01-26T13:28:00+00:00,S010,SL0044,AE,18-24,medium,bottle
U00441,B0024,add_to_cart,4,2026-01-14T11:37:00+00:00,S014,SL0051,EU,35-44,low,bottle
U00002,B0005,view,1,2026-01-24T01:58:00+00:00,S020,SL0047,IN,18-24,medium,bottle
U00123,B0003,click,3,2026-01-27T00:13:00+00:00,S021,SL0055,US,25-34,low,bottle
U00575,B0057,click,3,2026-01-11T10:10:00+00:00,S009,SL0028,EU,45+,low,bottle
U00324,B0002,view,1,2026-01-03T07:19:00+00:00,S020,SL0037,IN,18-24,medium,bottle
U00187,B0019,view,1,2026-01-03T01:26:00+00:00,S005,SL0019,IN,18-24,low,bottle
U00341,B0036,view,1,2026-01-18T05:26:00+00:00,S023,SL0014,US,18-24,low,bottle
U00612,B0061,click,3,2026-01-09T06:14:00+00:00,S016,SL0001,IN,45+,medium,bottle
U00159,B0048,view,1,2026-01-08T17:28:00+00:00,S019,SL0051,EU,25-34,medium,bottle
U00046,B0008,click,3,2026-01-20T23:44:00+00:00,S024,SL0050,EU,45+,low,bottle
U00143,B0015,view,1,2026-01-22T03:31:00+00:00,S018,SL0059,AE,18-24,low,bottle
U00455,B0003,view,1,2026-01-14T13:31:00+00:00,S005,SL0006,US,18-24,low,bottle
U00490,B0014,view,1,2026-01-02T17:03:00+00:00,S002,SL0001,IN,25-34,medium,bottle
U00341,B0063,view,1,2026-01-13T00:38:00+00:00,S010,SL0046,US,18-24,medium,bottle
U00215,B0048,view,1,2026-01-15T05:04:00+00:00,S022,SL0059,EU,18-24,low,bottle
U00455,B0017,view,1,2026-01-07T05:27:00+00:00,S012,SL0037,US,18-24,low,bottle
U00518,B0026,add_to_cart,4,2026-01-21T15:20:00+00:00,S011,SL0047,EU,13-17,medium,bottle
U00781,B0021,view,1,2026-01-25T00:10:00+00:00,S022,SL0030,US,45+,low,bottle
U00641,B0009,view,1,2026-01-11T18:47:00+00:00,S005,SL0038,EU,18-24,low,bottle
U00652,B0033,view,1,2026-01-16T03:59:00+00:00,S030,SL0011,EU,25-34,medium,bottle
U00043,B0044,purchase,5,2026-01-16T00:28:00+00:00,S010,SL0051,EU,25-34,medium,bottle
U00239,B0017,purchase,5,2026-01-04T22:17:00+00:00,S027,SL0023,US,18-24,low,bottle
U00170,B0035,view,1,2026-01-11T09:56:00+00:00,S010,SL0039,AE,18-24,medium,bottle
U00396,B0065,add_to_cart,4,2026-01-08T12:05:00+00:00,S017,SL0020,IN,18-24,medium,bottle
U00077,B0029,view,1,2026-01-15T17:22:00+00:00,S005,SL0013,US,18-24,low,bottle
U00502,B0035,view,1,2026-01-12T19:24:00+00:00,S002,SL0023,EU,25-34,medium,bottle
U00019,B0063,view,1,2026-01-01T20:11:00+00:00,S003,SL0059,EU,25-34,medium,bottle
U00267,B0066,view,1,2026-01-02T23:13:00+00:00,S015,SL0047,US,18-24,medium,bottle
U00266,B0024,view,1,2026-01-29T18:15:00+00:00,S025,SL0045,US,45+,low,bottle
U00547,B0008,view,1,2026-01-18T20:32:00+00:00,S014,SL0008,IN,18-24,low,bottle
U00210,B0004,view,1,2026-01-27T09:03:00+00:00,S005,SL0060,IN,25-34,low,bottle
U00464,B0006,view,1,2026-01-17T18:56:00+00:00,S025,SL0015,US,45+,low,bottle
U00087,B0020,view,1,2026-01-09T12:58:00+00:00,S030,SL0044,EU,18-24,medium,bottle
U00314,B0019,view,1,2026-01-07T10:50:00+00:00,S029,SL0056,IN,45+,low,bottle
U00479,B0066,view,1,2026-01-25T03:48:00+00:00,S014,SL0019,IN,35-44,low,bottle
U00513,B0042,view,1,2026-01-05T14:40:00+00:00,S010,SL0010,US,25-34,medium,bottle
U00229,B0015,view,1,2026-01-11T06:16:00+00:00,S015,SL0007,IN,35-44,medium,bottle
U00293,B0001,view,1,2026-01-06T02:40:00+00:00,S026,SL0017,AE,18-24,low,bottle
U00604,B0039,view,1,2026-01-07T22:47:00+00:00,S002,SL0045,EU,18-24,medium,bottle
U00750,B0057,view,1,2026-01-03T20:09:00+00:00,S026,SL0020,EU,18-24,low,bottle
U00601,B0002,click,3,2026-01-08T09:30:00+00:00,S003,SL0055,IN,18-24,medium,bottle
U00631,B0020,view,1,2026-01-23T00:43:00+00:00,S011,SL0010,AE,45+,medium,bottle
U00342,B0002,view,1,2026-01-06T19:54:00+00:00,S025,SL0013,AE,35-44,low,bottle
U00182,B0069,view,1,2026-01-12T14:13:00+00:00,S023,SL0050,EU,35-44,low,bottle
U00039,B0017,view,1,2026-01-08T08:59:00+00:00,S026,SL0049,US,18-24,low,bottle
U00570,B0034,view,1,2026-01-01T21:46:00+00:00,S030,SL0047,IN,18-24,medium,bottle
U00694,B0035,view,1,2026-01-19T17:31:00+00:00,S004,SL0031,US,35-44,high,bottle
U00547,B0060,view,1,2026-01-25T06:39:00+00:00,S028,SL0057,IN,18-24,low,bottle
U00566,B0064,view,1,2026-01-26T16:20:00+00:00,S021,SL0023,IN,25-34,low,bottle
U00287,B0024,view,1,2026-01-29T00:49:00+00:00,S026,SL0001,US,35-44,low,bottle
U00598,B0064,view,1,2026-01-02T11:35:00+00:00,S005,SL0044,IN,45+,low,bottle
U00738,B0006,view,1,2026-01-22T19:33:00+00:00,S026,SL0025,US,35-44,low,bottle
U00759,B0054,click,3,2026-01-31T08:38:00+00:00,S005,SL0015,US,25-34,low,bottle
U00537,B0027,click,3,2026-01-05T13:25:00+00:00,S018,SL0009,IN,18-24,low,bottle
U00796,B0069,view,1,2026-01-17T21:18:00+00:00,S009,SL0018,US,25-34,low,bottle
U00228,B0060,view,1,2026-01-29T20:33:00+00:00,S016,SL0015,IN,18-24,medium,bottle
U00642,B0035,add_to_cart,4,2026-01-05T01:03:00+00:00,S015,SL0038,EU,13-17,medium,bottle
U00197,B0063,view,1,2026-01-16T07:53:00+00:00,S009,SL0044,IN,25-34,low,bottle
U00116,B0064,view,1,2026-01-25T00:19:00+00:00,S009,SL0038,EU,45+,low,bottle
U00685,B0014,view,1,2026-01-15T03:41:00+00:00,S021,SL0004,IN,25-34,low,bottle
U00187,B0015,view,1,2026-01-19T12:36:00+00:00,S005,SL0046,IN,18-24,low,bottle
U00244,B0009,view,1,2026-01-30T19:17:00+00:00,S025,SL0036,IN,25-34,low,bottle
U00061,B0059,click,3,2026-01-02T01:08:00+00:00,S022,SL0034,IN,35-44,low,bottle
U00061,B0048,view,1,2026-01-28T06:12:00+00:00,S026,SL0042,IN,35-44,low,bottle
U00393,B0035,click,3,2026-01-22T00:36:00+00:00,S007,SL0060,IN,35-44,low,bottle
U00114,B0015,view,1,2026-01-20T09:26:00+00:00,S019,SL0031,IN,45+,medium,bottle
U00785,B0064,click,3,2026-01-21T03:56:00+00:00,S008,SL0052,AE,25-34,medium,bottle
U00447,B0001,view,1,2026-01-27T10:24:00+00:00,S022,SL0060,AE,25-34,low,bottle
U00769,B0061,view,1,2026-01-29T00:58:00+00:00,S005,SL0017,US,25-34,low,bottle
U00717,B0066,view,1,2026-01-25T17:39:00+00:00,S020,SL0010,IN,13-17,medium,bottle
U00414,B0015,view,1,2026-01-24T23:15:00+00:00,S012,SL0032,EU,18-24,low,bottle
U00339,B0033,click,3,2026-01-15T10:12:00+00:00,S007,SL0041,US,13-17,low,bottle
U00640,B0015,click,3,2026-01-15T22:45:00+00:00,S029,SL0047,EU,45+,low,bottle
U00477,B0063,view,1,2026-01-07T05:20:00+00:00,S004,SL0025,IN,18-24,high,bottle
U00359,B0033,view,1,2026-01-18T23:04:00+00:00,S022,SL0038,IN,18-24,low,bottle
U00132,B0060,add_to_cart,4,2026-01-11T14:55:00+00:00,S002,SL0003,AE,18-24,medium,bottle
U00390,B0015,view,1,2026-01-01T20:37:00+00:00,S010,SL0051,EU,25-34,medium,bottle
U00033,B0046,view,1,2026-01-21T11:23:00+00:00,S017,SL0010,US,18-24,medium,bottle
U00669,B0033,view,1,2026-01-31T00:17:00+00:00,S023,SL0015,US,35-44,low,bottle
U00344,B0024,view,1,2026-01-01T13:18:00+00:00,S026,SL0010,IN,35-44,low,bottle
U00141,B0033,view,1,2026-01-08T19:36:00+00:00,S025,SL0007,IN,18-24,low,bottle
U00257,B0067,view,1,2026-01-06T13:40:00+00:00,S006,SL0057,EU,45+,medium,bottle
U00536,B0028,view,1,2026-01-29T14:20:00+00:00,S002,SL0011,US,35-44,medium,bottle
U00237,B0005,view,1,2026-01-24T21:18:00+00:00,S002,SL0029,IN,18-24,medium,bottle
U00167,B0060,view,1,2026-01-07T08:05:00+00:00,S014,SL0001,EU,45+,low,bottle
U00561,B0060,click,3,2026-01-13T13:17:00+00:00,S026,SL0060,US,25-34,low,bottle
U00606,B0040,click,3,2026-01-11T07:14:00+00:00,S016,SL0047,EU,18-24,medium,bottle
U00429,B0022,view,1,2026-01-14T12:46:00+00:00,S017,SL0055,US,45+,medium,bottle
U00021,B0050,click,3,2026-01-05T18:59:00+00:00,S012,SL0029,EU,13-17,low,bottle
U00006,B0016,view,1,2026-01-09T06:55:00+00:00,S006,SL0013,AE,18-24,medium,bottle
U00315,B0003,view,1,2026-01-05T04:25:00+00:00,S026,SL0057,IN,45+,low,bottle
U00556,B0015,view,1,2026-01-19T04:30:00+00:00,S010,SL0059,US,13-17,medium,bottle
U00057,B0070,view,1,2026-01-13T00:25:00+00:00,S009,SL0004,IN,35-44,low,bottle
U00293,B0067,view,1,2026-01-17T01:46:00+00:00,S014,SL0020,AE,18-24,low,bottle
U00204,B0063,view,1,2026-01-16T05:39:00+00:00,S012,SL0057,US,18-24,low,bottle
U00569,B0003,view,1,2026-01-24T18:16:00+00:00,S028,SL0018,IN,18-24,low,bottle
U00122,B0061,view,1,2026-01-27T04:17:00+00:00,S001,SL0028,IN,35-44,low,bottle
U00469,B0009,view,1,2026-01-12T18:56:00+00:00,S003,SL0039,US,25-34,medium,bottle
U00592,B0059,view,1,2026-01-16T23:09:00+00:00,S021,SL0016,IN,35-44,low,bottle
U00136,B0066,view,1,2026-01-30T12:08:00+00:00,S028,SL0030,US,18-24,low,bottle
U00323,B0006,view,1,2026-01-18T21:23:00+00:00,S013,SL0045,US,35-44,low,bottle
U00638,B0028,view,1,2026-01-02T03:17:00+00:00,S002,SL0047,EU,25-34,medium,bottle
U00028,B0065,view,1,2026-01-12T19:23:00+00:00,S030,SL0020,US,18-24,medium,bottle
U00058,B0069,view,1,2026-01-22T12:02:00+00:00,S016,SL0042,IN,35-44,medium,bottle
U00744,B0043,add_to_cart,4,2026-01-05T13:50:00+00:00,S012,SL0039,US,18-24,low,bottle
U00237,B0036,click,3,2026-01-08T15:38:00+00:00,S030,SL0002,IN,18-24,medium,bottle
U00536,B0048,view,1,2026-01-24T02:04:00+00:00,S009,SL0005,US,35-44,low,bottle
U00369,B0004,view,1,2026-01-30T04:09:00+00:00,S013,SL0045,US,35-44,low,bottle
U00151,B0060,view,1,2026-01-22T20:48:00+00:00,S027,SL0010,EU,25-34,low,bottle
U00494,B0021,view,1,2026-01-04T05:20:00+00:00,S015,SL0053,US,18-24,medium,bottle
U00640,B0069,view,1,2026-01-02T14:43:00+00:00,S030,SL0012,EU,45+,medium,bottle
U00103,B0029,click,3,2026-01-12T23:39:00+00:00,S018,SL0022,US,13-17,low,bottle
U00313,B0046,purchase,5,2026-01-08T04:11:00+00:00,S026,SL0057,US,25-34,low,bottle
U00573,B0058,view,1,2026-01-14T15:31:00+00:00,S018,SL0028,IN,18-24,low,bottle
U00362,B0022,view,1,2026-01-20T08:02:00+00:00,S009,SL0038,US,25-34,low,bottle
U00271,B0015,view,1,2026-01-14T03:11:00+00:00,S008,SL0033,US,35-44,medium,bottle
U00542,B0041,view,1,2026-01-10T16:25:00+00:00,S024,SL0047,IN,35-44,low,bottle
U00607,B0009,view,1,2026-01-14T16:01:00+00:00,S010,SL0014,EU,45+,medium,bottle
U00685,B0035,view,1,2026-01-11T22:15:00+00:00,S028,SL0001,IN,25-34,low,bottle
U00012,B0006,click,3,2026-01-07T05:35:00+00:00,S023,SL0034,AE,13-17,low,bottle
U00160,B0002,add_to_cart,4,2026-01-31T05:27:00+00:00,S004,SL0003,EU,25-34,high,bottle
U00488,B0015,view,1,2026-01-05T08:11:00+00:00,S003,SL0048,US,18-24,medium,bottle
U00089,B0042,click,3,2026-01-27T07:31:00+00:00,S011,SL0017,US,18-24,medium,bottle
U00419,B0052,view,1,2026-01-10T08:55:00+00:00,S017,SL0002,US,25-34,medium,bottle
U00094,B0029,click,3,2026-01-26T10:08:00+00:00,S001,SL0027,IN,13-17,low,bottle
U00777,B0005,click,3,2026-01-26T14:15:00+00:00,S022,SL0056,IN,35-44,low,bottle
U00365,B0029,click,3,2026-01-12T02:50:00+00:00,S002,SL0030,IN,18-24,medium,bottle
U00664,B0062,view,1,2026-01-14T18:27:00+00:00,S009,SL0003,US,18-24,low,bottle
U00204,B0043,view,1,2026-01-12T00:33:00+00:00,S010,SL0012,US,18-24,medium,bottle
U00528,B0069,purchase,5,2026-01-12T14:33:00+00:00,S016,SL0006,AE,25-34,medium,bottle
U00352,B0042,view,1,2026-01-26T19:43:00+00:00,S027,SL0035,US,35-44,low,bottle
U00113,B0068,add_to_cart,4,2026-01-09T23:07:00+00:00,S009,SL0039,US,45+,low,bottle
U00300,B0058,click,3,2026-01-16T22:31:00+00:00,S020,SL0016,IN,18-24,medium,bottle
U00420,B0012,click,3,2026-01-07T00:13:00+00:00,S029,SL0050,AE,13-17,low,bottle
U00731,B0027,view,1,2026-01-15T17:17:00+00:00,S026,SL0030,US,18-24,low,bottle
U00634,B0061,view,1,2026-01-22T12:41:00+00:00,S006,SL0049,IN,18-24,medium,bottle
U00062,B0035,click,3,2026-01-17T02:32:00+00:00,S001,SL0009,IN,35-44,low,bottle
U00733,B0060,view,1,2026-01-14T23:13:00+00:00,S005,SL0050,US,25-34,low,bottle
U00595,B0042,purchase,5,2026-01-13T04:46:00+00:00,S008,SL0027,US,35-44,medium,bottle
U00229,B0070,view,1,2026-01-31T07:18:00+00:00,S020,SL0055,IN,35-44,medium,bottle
U00739,B0066,view,1,2026-01-09T22:21:00+00:00,S018,SL0048,IN,35-44,low,bottle
U00017,B0014,click,3,2026-01-16T05:49:00+00:00,S028,SL0043,IN,45+,low,bottle
U00376,B0063,view,1,2026-01-15T19:34:00+00:00,S007,SL0037,US,35-44,low,bottle
U00023,B0032,purchase,5,2026-01-02T13:50:00+00:00,S013,SL0010,AE,18-24,low,bottle
U00111,B0015,view,1,2026-01-04T20:30:00+00:00,S017,SL0032,IN,35-44,medium,bottle
U00477,B0059,add_to_cart,4,2026-01-21T17:38:00+00:00,S015,SL0060,IN,18-24,medium,bottle
U00639,B0050,view,1,2026-01-30T16:16:00+00:00,S017,SL0002,EU,45+,medium,bottle
U00601,B0070,view,1,2026-01-20T07:14:00+00:00,S030,SL0050,IN,18-24,medium,bottle
U00625,B0002,view,1,2026-01-29T20:54:00+00:00,S018,SL0011,AE,18-24,low,bottle
U00779,B0050,view,1,2026-01-22T15:20:00+00:00,S030,SL0039,EU,45+,medium,bottle
U00479,B0019,click,3,2026-01-25T17:36:00+00:00,S025,SL0015,IN,35-44,low,bottle
U00372,B0043,view,1,2026-01-03T21:43:00+00:00,S023,SL0015,US,35-44,low,bottle
U00495,B0015,view,1,2026-01-21T23:37:00+00:00,S030,SL0053,EU,18-24,medium,bottle
U00464,B0033,view,1,2026-01-28T12:36:00+00:00,S009,SL0022,US,45+,low,bottle
U00576,B0048,view,1,2026-01-03T21:19:00+00:00,S003,SL0036,IN,13-17,medium,bottle
U00240,B0068,view,1,2026-01-15T10:55:00+00:00,S003,SL0041,US,18-24,medium,bottle
U00426,B0061,purchase,5,2026-01-21T01:03:00+00:00,S001,SL0005,EU,45+,low,bottle
U00258,B0064,view,1,2026-01-20T22:04:00+00:00,S023,SL0048,US,18-24,low,bottle
U00342,B0057,click,3,2026-01-23T15:49:00+00:00,S025,SL0004,AE,35-44,low,bottle
U00590,B0037,view,1,2026-01-02T20:00:00+00:00,S017,SL0059,US,13-17,medium,bottle
U00403,B0067,view,1,2026-01-13T07:32:00+00:00,S005,SL0049,EU,35-44,low,bottle
U00002,B0035,view,1,2026-01-20T19:53:00+00:00,S021,SL0050,IN,18-24,low,bottle
U00566,B0014,view,1,2026-01-13T04:27:00+00:00,S024,SL0057,IN,25-34,low,bottle
U00512,B0069,view,1,2026-01-11T08:37:00+00:00,S006,SL0034,EU,45+,medium,bottle
U00626,B0036,view,1,2026-01-15T06:01:00+00:00,S003,SL0031,IN,18-24,medium,bottle
U00192,B0065,click,3,2026-01-30T15:25:00+00:00,S011,SL0011,US,35-44,medium,bottle
U00254,B0004,view,1,2026-01-25T04:09:00+00:00,S021,SL0023,US,18-24,low,bottle
U00412,B0006,view,1,2026-01-06T12:02:00+00:00,S014,SL0022,IN,35-44,low,bottle
U00160,B0024,view,1,2026-01-03T18:45:00+00:00,S023,SL0047,EU,25-34,low,bottle
U00703,B0022,view,1,2026-01-19T14:29:00+00:00,S019,SL0024,US,18-24,medium,bottle
U00349,B0024,purchase,5,2026-01-17T09:20:00+00:00,S005,SL0008,IN,25-34,low,bottle
U00307,B0029,view,1,2026-01-10T02:44:00+00:00,S024,SL0051,IN,13-17,low,bottle
U00414,B0031,view,1,2026-01-26T22:45:00+00:00,S002,SL0006,EU,18-24,medium,bottle
U00302,B0002,view,1,2026-01-30T16:03:00+00:00,S016,SL0052,US,18-24,medium,bottle
U00147,B0062,view,1,2026-01-12T04:48:00+00:00,S024,SL0050,US,25-34,low,bottle
U00470,B0004,view,1,2026-01-04T13:34:00+00:00,S022,SL0059,IN,25-34,low,bottle
U00483,B0065,view,1,2026-01-29T11:48:00+00:00,S009,SL0050,IN,18-24,low,bottle
U00078,B0066,view,1,2026-01-01T18:46:00+00:00,S024,SL0003,IN,18-24,low,bottle
U00089,B0064,click,3,2026-01-29T23:40:00+00:00,S028,SL0033,US,18-24,low,bottle
U00762,B0028,view,1,2026-01-22T12:42:00+00:00,S006,SL0049,US,25-34,medium,bottle
U00440,B0049,click,3,2026-01-13T21:56:00+00:00,S009,SL0041,IN,18-24,low,bottle
U00696,B0006,view,1,2026-01-30T08:27:00+00:00,S008,SL0046,IN,25-34,medium,bottle
U00605,B0006,add_to_cart,4,2026-01-28T07:45:00+00:00,S015,SL0049,AE,18-24,medium,bottle
U00428,B0025,click,3,2026-01-30T07:58:00+00:00,S016,SL0016,EU,25-34,medium,bottle
U00770,B0055,view,1,2026-01-13T07:22:00+00:00,S002,SL0028,IN,25-34,medium,bottle
U00732,B0063,view,1,2026-01-28T04:51:00+00:00,S028,SL0040,US,18-24,low,bottle
U00608,B0015,view,1,2026-01-03T08:42:00+00:00,S023,SL0009,US,13-17,low,bottle
U00562,B0066,view,1,2026-01-28T00:25:00+00:00,S005,SL0057,US,18-24,low,bottle
U00369,B0048,click,3,2026-01-09T19:46:00+00:00,S008,SL0018,US,35-44,medium,bottle
U00257,B0027,add_to_cart,4,2026-01-27T09:52:00+00:00,S007,SL0010,EU,45+,low,bottle
U00142,B0014,view,1,2026-01-23T01:14:00+00:00,S005,SL0031,IN,35-44,low,bottle
U00423,B0017,view,1,2026-01-22T22:35:00+00:00,S012,SL0020,US,45+,low,bottle
U00520,B0057,click,3,2026-01-13T02:18:00+00:00,S014,SL0017,EU,35-44,low,bottle
U00456,B0033,add_to_cart,4,2026-01-26T16:21:00+00:00,S002,SL0046,US,35-44,medium,bottle
U00055,B0024,add_to_cart,4,2026-01-18T18:52:00+00:00,S020,SL0051,EU,18-24,medium,bottle
U00514,B0020,view,1,2026-01-26T13:37:00+00:00,S021,SL0039,US,13-17,low,bottle
U00039,B0009,click,3,2026-01-21T16:35:00+00:00,S022,SL0045,US,18-24,low,bottle
U00503,B0021,view,1,2026-01-04T00:32:00+00:00,S014,SL0036,AE,35-44,low,bottle
U00110,B0065,view,1,2026-01-30T21:31:00+00:00,S019,SL0044,AE,18-24,medium,bottle
U00041,B0013,view,1,2026-01-05T11:28:00+00:00,S011,SL0040,IN,13-17,medium,bottle
U00383,B0050,view,1,2026-01-16T20:44:00+00:00,S021,SL0001,EU,13-17,low,bottle
U00647,B0035,view,1,2026-01-16T14:03:00+00:00,S018,SL0019,US,45+,low,bottle
U00296,B0004,click,3,2026-01-30T05:06:00+00:00,S016,SL0036,AE,18-24,medium,bottle
U00650,B0029,click,3,2026-01-19T01:58:00+00:00,S017,SL0018,US,18-24,medium,bottle
U00377,B0002,view,1,2026-01-16T19:39:00+00:00,S007,SL0005,AE,25-34,low,bottle
U00541,B0009,view,1,2026-01-18T14:45:00+00:00,S016,SL0054,AE,13-17,medium,bottle
U00243,B0064,view,1,2026-01-15T08:50:00+00:00,S011,SL0039,US,25-34,medium,bottle
U00401,B0048,add_to_cart,4,2026-01-23T07:29:00+00:00,S014,SL0019,US,25-34,low,bottle
U00417,B0009,view,1,2026-01-19T19:45:00+00:00,S028,SL0010,US,18-24,low,bottle
U00229,B0014,click,3,2026-01-18T12:38:00+00:00,S022,SL0048,IN,35-44,low,bottle
U00216,B0026,view,1,2026-01-23T21:15:00+00:00,S008,SL0009,EU,18-24,medium,bottle
U00790,B0067,view,1,2026-01-28T04:15:00+00:00,S024,SL0052,IN,18-24,low,bottle
U00344,B0041,view,1,2026-01-21T01:11:00+00:00,S025,SL0044,IN,35-44,low,bottle
U00341,B0064,view,1,2026-01-17T03:11:00+00:00,S028,SL0002,US,18-24,low,bottle
U00770,B0041,view,1,2026-01-10T21:42:00+00:00,S019,SL0060,IN,25-34,medium,bottle
