user_id,country,age_bucket,language,price_preference,local_brand_affinity,avoid_alcohol
U00640,EU,45+,fr,mid,0.791,False
U00641,EU,18-24,en,mid,0.713,False
U00642,EU,13-17,es,budget,0.75,True
U00643,US,18-24,en,mid,0.297,False
U00644,US,13-17,en,mid,0.795,True
U00645,IN,18-24,en,budget,0.362,False
U00646,EU,25-34,fr,mid,0.607,False
U00647,US,45+,en,premium,0.607,False
U00648,IN,25-34,hi,mid,0.657,False
U00649,IN,25-34,ta,budget,0.624,False
U00650,US,18-24,en,budget,0.364,False
U00651,IN,35-44,te,premium,0.253,True
U00652,EU,25-34,es,premium,0.742,False
U00653,IN,35-44,en,mid,0.591,False
U00654,US,45+,en,mid,0.803,False
U00655,EU,18-24,es,mid,0.54,False
U00656,US,13-17,en,budget,0.241,True
U00657,EU,18-24,es,budget,0.763,False
U00658,US,18-24,en,budget,0.469,False
U00659,IN,45+,hi,budget,0.625,False
U00660,IN,18-24,te,mid,0.408,False
U00661,US,35-44,en,budget,0.912,True
U00662,EU,25-34,en,budget,0.357,False
U00663,US,18-24,en,mid,0.476,False
U00664,US,18-24,en,budget,0.574,False
U00665,US,25-34,en,budget,0.31,False
U00666,EU,25-34,es,mid,0.623,False
U00667,EU,18-24,es,budget,0.905,False
U00668,AE,18-24,en,mid,0.442,True
U00669,US,35-44,en,premium,0.637,False
U00670,IN,18-24,te,budget,0.0,False
U00671,US,45+,en,premium,0.541,False
U00672,IN,18-24,hi,premium,0.481,True
U00673,AE,13-17,en,mid,0.37,True
U00674,EU,25-34,de,mid,0.788,False
U00675,IN,25-34,te,mid,0.478,False
U00676,IN,25-34,ta,mid,0.511,False
U00677,AE,18-24,ar,mid,0.467,False
U00678,IN,45+,hi,budget,0.128,False
U00679,US,25-34,en,premium,0.301,False
U00680,IN,25-34,ta,mid,0.761,False
U00681,US,18-24,en,mid,0.086,True
U00682,US,13-17,en,budget,0.381,False
U00683,US,25-34,en,budget,0.462,True
U00684,IN,18-24,te,mid,0.934,False
U00685,IN,25-34,te,mid,0.719,False
U00686,US,13-17,en,budget,0.427,True
U00687,IN,45+,te,budget,0.837,False
U00688,AE,25-34,ar,budget,0.387,False
U00689,EU,45+,de,mid,0.772,False
U00690,IN,25-34,en,budget,0.251,False
U00691,US,13-17,en,premium,0.786,True
U00692,EU,35-44,en,budget,0.461,True
U00693,US,25-34,en,budget,0.324,False
U00694,US,35-44,en,budget,0.502,False
U00695,AE,18-24,en,mid,0.611,False
U00696,IN,25-34,te,mid,0.441,False
U00697,EU,35-44,de,mid,0.672,False
U00698,IN,25-34,hi,premium,0.422,False
U00699,IN,18-24,te,budget,0.686,False
U00700,US,25-34,en,mid,0.647,False
U00701,US,25-34,en,budget,0.537,False
U00702,US,45+,en,budget,0.453,False
U00703,US,18-24,en,mid,0.583,False
U00704,EU,18-24,es,budget,0.671,False
U00705,US,35-44,en,mid,1.0,False
U00706,IN,25-34,hi,mid,0.757,False
U00707,EU,35-44,fr,mid,0.765,True
U00708,EU,25-34,de,mid,1.0,False
U00709,IN,18-24,hi,mid,0.664,False
U00710,IN,35-44,ta,budget,0.657,False
U00711,AE,18-24,ar,budget,0.705,False
U00712,IN,18-24,te,budget,0.328,True
U00713,EU,25-34,fr,mid,0.452,True
U00714,AE,35-44,ar,premium,0.439,True
U00715,EU,45+,en,budget,0.692,False
U00716,US,18-24,en,mid,0.512,True
U00717,IN,13-17,hi,mid,0.58,True
U00718,US,45+,en,mid,0.789,False
U00719,IN,18-24,en,mid,0.74,False
U00720,AE,18-24,en,mid,0.514,False
U00721,IN,18-24,en,mid,0.403,False
U00722,IN,25-34,te,premium,0.8,True
U00723,US,45+,en,budget,0.72,False
U00724,AE,35-44,en,premium,0.197,True
U00725,US,25-34,en,budget,0.481,True
U00726,US,18-24,en,mid,0.586,False
U00727,US,18-24,en,budget,0.721,False
U00728,US,25-34,en,budget,0.75,True
U00729,IN,18-24,te,budget,0.612,False
U00730,IN,18-24,hi,budget,0.679,False
U00731,US,18-24,en,budget,0.564,False
U00732,US,18-24,en,budget,0.402,False
U00733,US,25-34,en,mid,0.493,True
U00734,IN,25-34,hi,budget,0.554,False
U00735,US,13-17,en,mid,0.542,True
U00736,IN,25-34,ta,premium,0.135,False
U00737,US,35-44,en,mid,0.463,False
U00738,US,35-44,en,budget,0.562,False
U00739,IN,35-44,te,budget,0.488,True
U00740,IN,18-24,te,premium,0.496,False
U00741,US,35-44,en,budget,0.657,False
U00742,US,18-24,en,budget,0.313,False
U00743,EU,18-24,de,premium,0.192,True
U00744,US,18-24,en,premium,0.473,False
U00745,IN,25-34,en,budget,0.718,False
U00746,IN,18-24,en,mid,0.921,False
U00747,US,18-24,en,mid,0.722,True
U00748,IN,35-44,te,mid,0.227,False
U00749,EU,18-24,es,budget,0.499,True
U00750,EU,18-24,en,budget,0.606,False
U00751,US,18-24,en,mid,0.589,False
U00752,US,18-24,en,budget,0.669,False
U00753,US,18-24,en,mid,0.348,True
U00754,IN,18-24,en,budget,0.564,False
U00755,IN,18-24,ta,premium,0.642,False
U00756,US,35-44,en,mid,0.732,False
U00757,US,45+,en,mid,0.373,True
U00758,AE,25-34,ar,mid,0.474,False
U00759,US,25-34,en,budget,0.0,False
U00760,IN,35-44,en,mid,0.413,True
U00761,EU,45+,fr,budget,0.435,True
U00762,US,25-34,en,premium,0.326,False
U00763,US,45+,en,mid,0.586,False
U00764,US,45+,en,premium,0.538,False
U00765,AE,35-44,ar,premium,0.053,False
U00766,US,25-34,en,premium,0.597,False
U00767,US,13-17,en,budget,0.346,True
U00768,US,13-17,en,premium,0.657,True
U00769,US,25-34,en,mid,0.268,False
U00770,IN,25-34,en,budget,0.557,False
U00771,US,18-24,en,mid,0.488,False
U00772,IN,25-34,hi,budget,0.617,False
U00773,IN,25-34,hi,budget,0.577,True
U00774,EU,35-44,de,budget,0.494,False
U00775,US,13-17,en,budget,0.212,True
U00776,EU,18-24,fr,mid,0.225,False
U00777,IN,35-44,hi,premium,0.422,True
U00778,US,35-44,en,mid,0.548,False
U00779,EU,45+,fr,mid,0.416,False
U00780,EU,35-44,es,budget,0.688,False
U00781,US,45+,en,mid,0.489,True
U00782,AE,18-24,en,budget,0.338,True
U00783,IN,18-24,en,mid,0.489,False
U00784,IN,18-24,en,budget,0.6,False
U00785,AE,25-34,ar,mid,0.621,False
U00786,IN,45+,ta,mid,0.963,False
U00787,EU,18-24,de,mid,0.403,False
U00788,US,25-34,en,premium,0.534,False
U00789,EU,18-24,en,budget,0.644,False
U00790,IN,18-24,ta,premium,0.545,False
U00791,US,18-24,en,mid,0.44,False
U00792,IN,13-17,hi,mid,0.209,True
U00793,US,45+,en,mid,0.438,False
U00794,US,18-24,en,mid,0.314,False
U00795,US,35-44,en,premium,0.17,False
U00796,US,25-34,en,budget,0.375,False
U00797,US,18-24,en,mid,0.32,False
U00798,US,18-24,en,mid,0.678,False
U00799,EU,35-44,es,mid,0.682,False
U00800,EU,18-24,fr,premium,0.351,False
