user_id,item_id,scene_id,slot_id,shown,allowed_by_rules,outcome,timestamp,country,age_bucket,content_sensitivity
U00020,B0047,S009,SL0020,1,0,no_action,2026-01-19T12:46:00+00:00,IN,18-24,low
U00794,B0017,S030,SL0022,1,1,no_action,2026-01-21T04:46:00+00:00,US,18-24,medium
U00723,B0051,S019,SL0039,1,0,no_action,2026-01-27T05:39:00+00:00,US,45+,medium
U00151,B0024,S003,SL0022,1,1,view,2026-01-19T11:05:00+00:00,EU,25-34,medium
U00139,B0034,S003,SL0002,1,0,no_action,2026-01-20T11:26:00+00:00,EU,45+,medium
U00623,B0043,S013,SL0052,1,0,no_action,2026-01-28T19:37:00+00:00,AE,25-34,low
U00417,B0035,S014,SL0040,1,1,no_action,2026-01-27T19:19:00+00:00,US,18-24,low
U00659,B0052,S007,SL0059,1,0,no_action,2026-01-30T18:21:00+00:00,IN,45+,low
U00775,B0049,S003,SL0047,1,0,no_action,2026-01-14T10:27:00+00:00,US,13-17,medium
U00322,B0058,S029,SL0019,1,1,no_action,2026-01-28T19:26:00+00:00,IN,13-17,low
U00204,B0056,S021,SL0052,1,0,no_action,2026-01-20T09:33:00+00:00,US,18-24,low
U00496,B0069,S028,SL0042,1,1,view,2026-01-19T06:46:00+00:00,IN,18-24,low
U00509,B0018,S009,SL0018,1,0,no_action,2026-01-04T20:57:00+00:00,IN,13-17,low
U00346,B0012,S018,SL0015,1,1,view,2026-01-02T21:59:00+00:00,EU,18-24,low
U00240,B0054,S020,SL0002,1,1,no_action,2026-01-30T07:18:00+00:00,US,18-24,medium
U00210,B0019,S010,SL0045,1,1,click,2026-01-29T14:55:00+00:00,IN,25-34,medium
U00418,B0014,S020,SL0007,1,0,no_action,2026-01-26T16:18:00+00:00,EU,25-34,medium
U00341,B0057,S017,SL0058,1,1,no_action,2026-01-12T05:05:00+00:00,US,18-24,medium
U00367,B0005,S026,SL0016,1,0,no_action,2026-01-08T23:30:00+00:00,EU,35-44,low
U00077,B0055,S027,SL0003,1,0,no_action,2026-01-30T08:53:00+00:00,US,18-24,low
U00705,B0052,S028,SL0053,1,1,click,2026-01-03T05:33:00+00:00,US,35-44,low
U00566,B0048,S018,SL0004,1,1,no_action,2026-01-24T02:58:00+00:00,IN,25-34,low
U00736,B0006,S002,SL0023,1,1,no_action,2026-01-12T16:41:00+00:00,IN,25-34,medium
U00664,B0004,S023,SL0048,1,1,no_action,2026-01-11T17:51:00+00:00,US,18-24,low
U00496,B0026,S013,SL0024,1,0,no_action,2026-01-10T07:25:00+00:00,IN,18-24,low
U00246,B0012,S021,SL0028,1,1,view,2026-01-30T01:23:00+00:00,EU,18-24,low
U00524,B0060,S021,SL0044,1,1,no_action,2026-01-22T07:24:00+00:00,IN,35-44,low
U00454,B0018,S003,SL0034,1,0,no_action,2026-01-27T04:36:00+00:00,US,25-34,medium
U00740,B0043,S006,SL0013,1,0,no_action,2026-01-01T23:19:00+00:00,IN,18-24,medium
U00186,B0070,S023,SL0024,1,1,view,2026-01-23T16:29:00+00:00,IN,45+,low
U00021,B0018,S017,SL0022,1,1,view,2026-01-06T15:23:00+00:00,EU,13-17,medium
U00102,B0025,S007,SL0004,1,1,no_action,2026-01-05T22:09:00+00:00,IN,18-24,low
U00141,B0006,S026,SL0050,1,1,no_action,2026-01-05T22:42:00+00:00,IN,18-24,low
U00531,B0047,S027,SL0025,1,0,no_action,2026-01-15T00:58:00+00:00,IN,35-44,low
U00118,B0030,S007,SL0019,1,1,view,2026-01-20T14:11:00+00:00,EU,18-24,low
U00108,B0021,S010,SL0009,1,1,no_action,2026-01-17T23:45:00+00:00,US,13-17,medium
U00318,B0061,S006,SL0028,1,1,view,2026-01-28T04:13:00+00:00,IN,35-44,medium
U00626,B0054,S017,SL0020,1,0,no_action,2026-01-22T17:14:00+00:00,IN,18-24,medium
U00340,B0002,S024,SL0012,1,1,click,2026-01-12T15:57:00+00:00,AE,25-34,low
U00218,B0061,S009,SL0011,1,1,no_action,2026-01-12T09:34:00+00:00,US,35-44,low
U00228,B0062,S001,SL0057,1,0,no_action,2026-01-11T03:05:00+00:00,IN,18-24,low
U00655,B0044,S001,SL0052,1,1,view,2026-01-30T09:36:00+00:00,EU,18-24,low
U00347,B0033,S008,SL0039,1,1,no_action,2026-01-04T08:49:00+00:00,AE,35-44,medium
U00295,B0064,S024,SL0016,1,1,view,2026-01-27T05:50:00+00:00,EU,25-34,low
U00619,B0052,S011,SL0006,1,1,view,2026-01-31T08:47:00+00:00,US,45+,medium
U00296,B0043,S022,SL0036,1,0,no_action,2026-01-03T18:51:00+00:00,AE,18-24,low
U00286,B0060,S028,SL0006,1,1,view,2026-01-16T06:51:00+00:00,IN,35-44,low
U00601,B0034,S028,SL0060,1,1,click,2026-01-22T21:42:00+00:00,IN,18-24,low
U00262,B0060,S010,SL0037,1,1,view,2026-01-24T05:06:00+00:00,EU,25-34,medium
U00409,B0060,S018,SL0060,1,1,no_action,2026-01-07T20:59:00+00:00,US,18-24,low
U00532,B0012,S022,SL0035,1,1,click,2026-01-09T02:26:00+00:00,EU,25-34,low
U00161,B0002,S006,SL0040,1,1,no_action,2026-01-27T07:57:00+00:00,US,25-34,medium
U00103,B0055,S021,SL0029,1,0,no_action,2026-01-04T06:01:00+00:00,US,13-17,low
U00681,B0066,S006,SL0019,1,1,click,2026-01-21T03:04:00+00:00,US,18-24,medium
U00238,B0018,S017,SL0001,1,1,view,2026-01-01T21:06:00+00:00,EU,18-24,medium
U00273,B0053,S012,SL0031,1,1,view,2026-01-17T01:37:00+00:00,US,18-24,low
U00472,B0053,S012,SL0054,1,1,no_action,2026-01-25T19:57:00+00:00,IN,18-24,low
U00083,B0063,S010,SL0031,1,1,no_action,2026-01-21T15:27:00+00:00,EU,45+,medium
U00037,B0020,S015,SL0044,1,1,view,2026-01-14T04:50:00+00:00,US,35-44,medium
U00333,B0020,S013,SL0053,1,1,click,2026-01-07T15:00:00+00:00,IN,13-17,low
U00775,B0027,S008,SL0023,1,1,no_action,2026-01-17T15:48:00+00:00,US,13-17,medium
U00460,B0046,S007,SL0044,1,0,no_action,2026-01-19T17:20:00+00:00,IN,45+,low
U00463,B0018,S015,SL0034,1,0,no_action,2026-01-02T22:28:00+00:00,AE,18-24,medium
U00488,B0043,S030,SL0053,1,1,no_action,2026-01-02T20:45:00+00:00,US,18-24,medium
U00689,B0057,S020,SL0041,1,1,add_to_cart,2026-01-04T17:01:00+00:00,EU,45+,medium
U00669,B0067,S003,SL0001,1,1,no_action,2026-01-04T00:53:00+00:00,US,35-44,medium
U00020,B0046,S003,SL0003,1,0,no_action,2026-01-18T18:11:00+00:00,IN,18-24,medium
U00434,B0001,S023,SL0059,1,0,no_action,2026-01-10T22:14:00+00:00,EU,25-34,low
U00438,B0036,S017,SL0024,1,1,no_action,2026-01-29T21:21:00+00:00,IN,18-24,medium
U00179,B0050,S018,SL0041,1,1,no_action,2026-01-10T01:01:00+00:00,EU,25-34,low
U00781,B0064,S012,SL0054,1,1,no_action,2026-01-28T06:56:00+00:00,US,45+,low
U00210,B0014,S017,SL0056,1,1,view,2026-01-17T04:17:00+00:00,IN,25-34,medium
U00668,B0021,S018,SL0045,1,1,view,2026-01-04T00:47:00+00:00,AE,18-24,low
U00081,B0055,S019,SL0048,1,1,no_action,2026-01-20T21:51:00+00:00,IN,18-24,medium
U00482,B0024,S029,SL0047,1,1,view,2026-01-22T14:02:00+00:00,US,18-24,low
U00589,B0032,S028,SL0043,1,0,no_action,2026-01-15T19:19:00+00:00,US,45+,low
U00404,B0004,S026,SL0058,1,1,add_to_cart,2026-01-14T23:56:00+00:00,US,25-34,low
U00085,B0018,S021,SL0005,1,0,no_action,2026-01-03T15:39:00+00:00,US,18-24,low
U00100,B0054,S021,SL0017,1,0,no_action,2026-01-17T22:55:00+00:00,AE,25-34,low
U00485,B0031,S009,SL0009,1,0,no_action,2026-01-20T19:25:00+00:00,US,45+,low
U00691,B0052,S026,SL0048,1,0,no_action,2026-01-16T15:16:00+00:00,US,13-17,low
U00478,B0022,S009,SL0013,1,0,hide_ad,2026-01-08T13:38:00+00:00,IN,13-17,low
U00081,B0050,S004,SL0010,1,1,no_action,2026-01-26T07:25:00+00:00,IN,18-24,high
U00629,B0054,S025,SL0030,1,0,no_action,2026-01-06T22:45:00+00:00,IN,35-44,low
U00368,B0042,S013,SL0012,1,1,no_action,2026-01-14T04:25:00+00:00,IN,25-34,low
U00060,B0043,S015,SL0047,1,1,view,2026-01-05T00:10:00+00:00,US,25-34,medium
U00295,B0052,S019,SL0026,1,1,no_action,2026-01-19T21:43:00+00:00,EU,25-34,medium
U00163,B0014,S022,SL0015,1,0,no_action,2026-01-04T12:04:00+00:00,US,18-24,low
U00790,B0015,S003,SL0035,1,1,add_to_cart,2026-01-09T12:46:00+00:00,IN,18-24,medium
U00728,B0002,S012,SL0059,1,1,no_action,2026-01-09T04:54:00+00:00,US,25-34,low
U00085,B0043,S024,SL0045,1,1,add_to_cart,2026-01-12T06:08:00+00:00,US,18-24,low
U00458,B0056,S023,SL0040,1,0,no_action,2026-01-04T04:29:00+00:00,IN,35-44,low
U00006,B0030,S019,SL0042,1,0,no_action,2026-01-02T14:53:00+00:00,AE,18-24,medium
U00367,B0049,S013,SL0045,1,0,no_action,2026-01-30T01:50:00+00:00,EU,35-44,low
U00125,B0025,S011,SL0038,1,1,no_action,2026-01-20T14:44:00+00:00,US,18-24,medium
U00599,B0062,S015,SL0055,1,0,no_action,2026-01-20T12:00:00+00:00,AE,25-34,medium
U00058,B0021,S006,SL0016,1,1,no_action,2026-01-25T21:08:00+00:00,IN,35-44,medium
U00723,B0024,S028,SL0031,1,1,no_action,2026-01-29T20:41:00+00:00,US,45+,low
U00185,B0017,S006,SL0044,1,0,no_action,2026-01-08T01:08:00+00:00,EU,18-24,medium
U00211,B0052,S015,SL0009,1,0,hide_ad,2026-01-07T03:17:00+00:00,IN,25-34,medium
U00709,B0017,S023,SL0029,1,0,no_action,2026-01-26T08:27:00+00:00,IN,18-24,low
U00722,B0048,S007,SL0026,1,1,click,2026-01-07T07:49:00+00:00,IN,25-34,low
U00077,B0024,S030,SL0019,1,1,no_action,2026-01-29T22:55:00+00:00,US,18-24,medium
U00087,B0034,S016,SL0032,1,0,no_action,2026-01-28T04:39:00+00:00,EU,18-24,medium
U00683,B0042,S005,SL0043,1,1,no_action,2026-01-08T07:01:00+00:00,US,25-34,low
U00783,B0031,S001,SL0059,1,0,no_action,2026-01-14T08:01:00+00:00,IN,18-24,low
U00391,B0063,S010,SL0027,1,1,view,2026-01-09T01:21:00+00:00,IN,18-24,medium
U00132,B0009,S009,SL0005,1,1,no_action,2026-01-18T14:56:00+00:00,AE,18-24,low
U00123,B0068,S002,SL0060,1,1,view,2026-01-18T04:30:00+00:00,US,25-34,medium
U00213,B0001,S019,SL0020,1,0,no_action,2026-01-08T23:36:00+00:00,US,25-34,medium
U00549,B0058,S016,SL0024,1,0,no_action,2026-01-13T01:36:00+00:00,EU,18-24,medium
U00078,B0061,S003,SL0045,1,1,click,2026-01-23T17:59:00+00:00,IN,18-24,medium
U00514,B0002,S025,SL0020,1,1,view,2026-01-25T16:50:00+00:00,US,13-17,low
U00643,B0033,S014,SL0043,1,1,view,2026-01-25T14:04:00+00:00,US,18-24,low
U00115,B0052,S018,SL0001,1,1,no_action,2026-01-30T20:02:00+00:00,US,45+,low
U00788,B0020,S018,SL0051,1,1,view,2026-01-14T16:00:00+00:00,US,25-34,low
U00790,B0042,S026,SL0032,1,1,no_action,2026-01-16T13:07:00+00:00,IN,18-24,low
U00238,B0051,S007,SL0058,1,0,no_action,2026-01-18T17:24:00+00:00,EU,18-24,low
U00090,B0025,S002,SL0037,1,1,view,2026-01-27T13:04:00+00:00,IN,25-34,medium
U00261,B0067,S007,SL0034,1,1,no_action,2026-01-04T07:27:00+00:00,US,45+,low
U00207,B0068,S021,SL0030,1,1,no_action,2026-01-28T09:35:00+00:00,US,45+,low
U00224,B0026,S021,SL0052,1,0,no_action,2026-01-10T19:35:00+00:00,AE,25-34,low
U00740,B0057,S010,SL0011,1,1,no_action,2026-01-10T21:36:00+00:00,IN,18-24,medium
U00124,B0045,S030,SL0058,1,1,no_action,2026-01-13T12:06:00+00:00,IN,25-34,medium
U00254,B0051,S021,SL0022,1,0,no_action,2026-01-31T07:19:00+00:00,US,18-24,low
U00630,B0015,S010,SL0008,1,1,no_action,2026-01-17T05:14:00+00:00,EU,18-24,medium
U00047,B0069,S030,SL0010,1,1,view,2026-01-15T03:44:00+00:00,IN,18-24,medium
U00049,B0002,S007,SL0036,1,1,view,2026-01-13T19:21:00+00:00,IN,18-24,low
U00242,B0005,S001,SL0056,1,0,no_action,2026-01-12T14:05:00+00:00,EU,25-34,low
U00775,B0035,S030,SL0028,1,1,no_action,2026-01-30T19:49:00+00:00,US,13-17,medium
U00672,B0052,S014,SL0012,1,0,no_action,2026-01-28T13:47:00+00:00,IN,18-24,low
U00742,B0014,S026,SL0047,1,0,no_action,2026-01-19T15:32:00+00:00,US,18-24,low
U00692,B0028,S026,SL0018,1,0,no_action,2026-01-02T01:19:00+00:00,EU,35-44,low
U00095,B0041,S029,SL0012,1,0,no_action,2026-01-21T06:45:00+00:00,US,35-44,low
U00321,B0006,S023,SL0040,1,1,no_action,2026-01-14T15:29:00+00:00,AE,25-34,low
U00424,B0028,S002,SL0052,1,0,no_action,2026-01-30T14:18:00+00:00,US,25-34,medium
U00134,B0022,S017,SL0057,1,1,view,2026-01-20T13:26:00+00:00,US,35-44,medium
U00795,B0010,S029,SL0027,1,1,view,2026-01-27T06:46:00+00:00,US,35-44,low
U00483,B0040,S023,SL0057,1,0,hide_ad,2026-01-29T17:19:00+00:00,IN,18-24,low
U00683,B0051,S026,SL0022,1,0,no_action,2026-01-21T07:28:00+00:00,US,25-34,low
U00207,B0054,S024,SL0030,1,1,no_action,2026-01-01T13:56:00+00:00,US,45+,low
U00573,B0062,S009,SL0043,1,0,no_action,2026-01-28T14:11:00+00:00,IN,18-24,low
U00085,B0061,S024,SL0055,1,1,no_action,2026-01-13T01:28:00+00:00,US,18-24,low
U00018,B0028,S019,SL0020,1,1,view,2026-01-18T10:32:00+00:00,US,25-34,medium
U00513,B0040,S018,SL0015,1,0,no_action,2026-01-11T08:13:00+00:00,US,25-34,low
U00055,B0057,S006,SL0054,1,1,no_action,2026-01-08T22:23:00+00:00,EU,18-24,medium
U00221,B0059,S004,SL0009,1,0,no_action,2026-01-29T15:02:00+00:00,US,45+,high
U00636,B0057,S013,SL0053,1,1,no_action,2026-01-03T21:34:00+00:00,US,45+,low
U00399,B0053,S008,SL0030,1,1,view,2026-01-01T22:17:00+00:00,IN,18-24,medium
U00302,B0053,S019,SL0002,1,1,no_action,2026-01-13T23:05:00+00:00,US,18-24,medium
U00233,B0050,S010,SL0045,1,1,view,2026-01-30T10:56:00+00:00,AE,25-34,medium
U00535,B0037,S004,SL0012,1,1,no_action,2026-01-04T08:26:00+00:00,US,45+,high
U00764,B0008,S002,SL0028,1,1,view,2026-01-21T22:45:00+00:00,US,45+,medium
U00592,B0042,S029,SL0045,1,1,view,2026-01-14T21:13:00+00:00,IN,35-44,low
U00288,B0009,S004,SL0028,1,1,view,2026-01-18T10:04:00+00:00,IN,35-44,high
U00338,B0065,S028,SL0033,1,1,view,2026-01-12T01:22:00+00:00,EU,18-24,low
U00083,B0053,S017,SL0013,1,1,no_action,2026-01-19T18:22:00+00:00,EU,45+,medium
U00115,B0016,S027,SL0005,1,0,no_action,2026-01-02T14:17:00+00:00,US,45+,low
U00215,B0032,S028,SL0013,1,0,hide_ad,2026-01-23T12:37:00+00:00,EU,18-24,low
U00310,B0044,S004,SL0025,1,1,view,2026-01-11T09:43:00+00:00,US,18-24,high
U00793,B0055,S017,SL0018,1,0,no_action,2026-01-19T02:16:00+00:00,US,45+,medium
U00697,B0069,S021,SL0003,1,1,view,2026-01-02T23:12:00+00:00,EU,35-44,low
U00091,B0016,S019,SL0027,1,0,no_action,2026-01-12T01:39:00+00:00,US,18-24,medium
U00265,B0020,S027,SL0016,1,1,no_action,2026-01-03T06:07:00+00:00,AE,18-24,low
U00046,B0032,S006,SL0049,1,0,no_action,2026-01-01T13:51:00+00:00,EU,45+,medium
U00051,B0025,S005,SL0011,1,1,view,2026-01-03T20:48:00+00:00,US,18-24,low
U00300,B0013,S026,SL0035,1,1,click,2026-01-10T21:27:00+00:00,IN,18-24,low
U00768,B0060,S020,SL0050,1,1,purchase,2026-01-09T23:30:00+00:00,US,13-17,medium
U00149,B0067,S028,SL0029,1,1,no_action,2026-01-11T19:39:00+00:00,IN,35-44,low
U00545,B0023,S007,SL0052,1,0,no_action,2026-01-10T02:23:00+00:00,US,45+,low
U00315,B0031,S002,SL0045,1,0,no_action,2026-01-13T06:40:00+00:00,IN,45+,medium
U00433,B0066,S021,SL0050,1,1,no_action,2026-01-26T03:36:00+00:00,IN,18-24,low
U00696,B0048,S023,SL0020,1,1,no_action,2026-01-28T23:34:00+00:00,IN,25-34,low
U00664,B0064,S020,SL0002,1,1,view,2026-01-03T15:23:00+00:00,US,18-24,medium
U00663,B0011,S002,SL0045,1,1,no_action,2026-01-28T18:01:00+00:00,US,18-24,medium
U00329,B0001,S027,SL0045,1,0,no_action,2026-01-15T07:51:00+00:00,IN,25-34,low
U00039,B0029,S008,SL0055,1,1,add_to_cart,2026-01-27T12:17:00+00:00,US,18-24,medium
U00789,B0032,S015,SL0037,1,0,no_action,2026-01-25T04:19:00+00:00,EU,18-24,medium
U00796,B0007,S001,SL0033,1,0,no_action,2026-01-29T16:39:00+00:00,US,25-34,low
U00687,B0021,S023,SL0042,1,1,no_action,2026-01-08T22:13:00+00:00,IN,45+,low
U00382,B0028,S025,SL0045,1,0,no_action,2026-01-26T14:20:00+00:00,AE,13-17,low
U00225,B0018,S006,SL0003,1,0,no_action,2026-01-24T10:28:00+00:00,US,25-34,medium
U00140,B0007,S003,SL0042,1,0,no_action,2026-01-05T01:45:00+00:00,US,13-17,medium
U00297,B0019,S020,SL0013,1,0,no_action,2026-01-26T08:38:00+00:00,AE,18-24,medium
U00268,B0063,S017,SL0033,1,1,no_action,2026-01-02T04:48:00+00:00,US,25-34,medium
U00221,B0030,S027,SL0013,1,0,no_action,2026-01-18T10:07:00+00:00,US,45+,low
U00761,B0017,S009,SL0028,1,0,no_action,2026-01-23T06:20:00+00:00,EU,45+,low
U00528,B0019,S022,SL0010,1,0,no_action,2026-01-25T21:33:00+00:00,AE,25-34,low
U00179,B0046,S026,SL0053,1,0,no_action,2026-01-17T00:01:00+00:00,EU,25-34,low
U00512,B0022,S027,SL0035,1,0,no_action,2026-01-14T07:37:00+00:00,EU,45+,low
U00565,B0030,S003,SL0002,1,0,no_action,2026-01-25T15:59:00+00:00,IN,25-34,medium
U00419,B0057,S019,SL0021,1,1,view,2026-01-20T13:14:00+00:00,US,25-34,medium
U00758,B0043,S011,SL0005,1,0,no_action,2026-01-12T12:13:00+00:00,AE,25-34,medium
U00773,B0051,S017,SL0028,1,1,view,2026-01-15T14:46:00+00:00,IN,25-34,medium
U00346,B0039,S021,SL0015,1,1,add_to_cart,2026-01-25T21:39:00+00:00,EU,18-24,low
U00378,B0002,S028,SL0044,1,1,no_action,2026-01-30T10:17:00+00:00,IN,18-24,low
U00174,B0005,S015,SL0058,1,0,no_action,2026-01-29T14:23:00+00:00,AE,45+,medium
U00627,B0030,S010,SL0033,1,1,view,2026-01-10T12:58:00+00:00,EU,13-17,medium
U00745,B0008,S006,SL0001,1,1,no_action,2026-01-24T06:21:00+00:00,IN,25-34,medium
U00527,B0027,S023,SL0028,1,1,click,2026-01-20T17:56:00+00:00,AE,18-24,low
U00161,B0020,S011,SL0058,1,1,no_action,2026-01-13T16:59:00+00:00,US,25-34,medium
U00415,B0029,S021,SL0055,1,1,click,2026-01-21T06:33:00+00:00,US,18-24,low
U00636,B0067,S009,SL0032,1,1,view,2026-01-11T22:23:00+00:00,US,45+,low
U00034,B0014,S025,SL0039,1,1,no_action,2026-01-25T21:45:00+00:00,IN,25-34,low
U00473,B0026,S021,SL0021,1,0,no_action,2026-01-15T12:51:00+00:00,US,18-24,low
U00526,B0063,S015,SL0042,1,1,view,2026-01-08T19:26:00+00:00,IN,35-44,medium
U00430,B0022,S030,SL0053,1,0,no_action,2026-01-06T12:38:00+00:00,EU,13-17,medium
U00515,B0066,S015,SL0011,1,1,click,2026-01-23T07:21:00+00:00,US,13-17,medium
U00717,B0031,S017,SL0056,1,0,no_action,2026-01-07T12:07:00+00:00,IN,13-17,medium
U00100,B0057,S002,SL0037,1,1,no_action,2026-01-28T10:05:00+00:00,AE,25-34,medium
U00457,B0069,S020,SL0004,1,1,no_action,2026-01-13T10:08:00+00:00,AE,35-44,medium
U00637,B0040,S028,SL0031,1,0,hide_ad,2026-01-11T22:30:00+00:00,IN,18-24,low
U00658,B0069,S018,SL0009,1,1,no_action,2026-01-11T17:05:00+00:00,US,18-24,low
U00374,B0050,S012,SL0057,1,1,no_action,2026-01-18T17:56:00+00:00,US,35-44,low
U00798,B0014,S020,SL0056,1,0,no_action,2026-01-13T23:02:00+00:00,US,18-24,medium
U00260,B0013,S017,SL0045,1,1,view,2026-01-16T17:31:00+00:00,IN,25-34,medium
U00353,B0068,S007,SL0012,1,0,no_action,2026-01-21T07:38:00+00:00,IN,13-17,low
U00660,B0016,S006,SL0051,1,0,no_action,2026-01-28T01:09:00+00:00,IN,18-24,medium
U00352,B0055,S027,SL0059,1,0,no_action,2026-01-09T01:47:00+00:00,US,35-44,low
U00275,B0028,S019,SL0040,1,0,hide_ad,2026-01-10T21:07:00+00:00,IN,35-44,medium
U00445,B0015,S027,SL0032,1,1,view,2026-01-20T05:11:00+00:00,US,18-24,low
U00498,B0035,S011,SL0020,1,1,view,2026-01-23T23:57:00+00:00,IN,18-24,medium
U00776,B0018,S029,SL0035,1,1,view,2026-01-03T10:40:00+00:00,EU,18-24,low
U00495,B0051,S018,SL0040,1,0,no_action,2026-01-12T15:57:00+00:00,EU,18-24,low
U00149,B0019,S026,SL0014,1,1,view,2026-01-02T19:57:00+00:00,IN,35-44,low
U00043,B0011,S023,SL0059,1,0,no_action,2026-01-30T21:35:00+00:00,EU,25-34,low
U00774,B0044,S028,SL0036,1,1,view,2026-01-23T00:56:00+00:00,EU,35-44,low
U00339,B0050,S019,SL0020,1,1,no_action,2026-01-10T06:28:00+00:00,US,13-17,medium
U00162,B0050,S024,SL0004,1,1,click,2026-01-14T01:16:00+00:00,AE,18-24,low
U00179,B0067,S001,SL0011,1,1,add_to_cart,2026-01-20T09:17:00+00:00,EU,25-34,low
U00085,B0054,S017,SL0044,1,1,no_action,2026-01-18T14:02:00+00:00,US,18-24,medium
U00160,B0044,S025,SL0019,1,1,view,2026-01-18T23:25:00+00:00,EU,25-34,low
U00625,B0041,S025,SL0011,1,0,no_action,2026-01-27T12:13:00+00:00,AE,18-24,low
U00524,B0008,S017,SL0047,1,1,no_action,2026-01-02T20:36:00+00:00,IN,35-44,medium
U00480,B0047,S029,SL0048,1,0,no_action,2026-01-21T00:25:00+00:00,IN,25-34,low
U00010,B0063,S008,SL0006,1,1,view,2026-01-24T01:10:00+00:00,IN,45+,medium
U00538,B0028,S024,SL0020,1,1,click,2026-01-18T22:52:00+00:00,US,25-34,low
U00776,B0021,S010,SL0056,1,1,no_action,2026-01-17T03:24:00+00:00,EU,18-24,medium
U00739,B0063,S008,SL0008,1,1,no_action,2026-01-10T11:22:00+00:00,IN,35-44,medium
U00317,B0064,S025,SL0043,1,1,view,2026-01-11T00:34:00+00:00,IN,18-24,low
U00481,B0064,S025,SL0023,1,1,view,2026-01-11T03:19:00+00:00,IN,18-24,low
U00240,B0024,S029,SL0037,1,1,no_action,2026-01-26T04:12:00+00:00,US,18-24,low
U00711,B0005,S013,SL0037,1,0,no_action,2026-01-07T06:13:00+00:00,AE,18-24,low
U00736,B0059,S025,SL0011,1,1,no_action,2026-01-04T00:59:00+00:00,IN,25-34,low
U00179,B0068,S024,SL0042,1,0,no_action,2026-01-16T05:24:00+00:00,EU,25-34,low
U00390,B0057,S027,SL0033,1,1,no_action,2026-01-14T17:59:00+00:00,EU,25-34,low
U00189,B0038,S010,SL0021,1,0,no_action,2026-01-14T23:15:00+00:00,EU,18-24,medium
U00492,B0020,S015,SL0001,1,1,view,2026-01-25T14:26:00+00:00,IN,25-34,medium
U00235,B0031,S022,SL0060,1,0,no_action,2026-01-30T06:35:00+00:00,AE,18-24,low
U00557,B0036,S013,SL0035,1,1,no_action,2026-01-12T09:44:00+00:00,US,25-34,low
U00786,B0044,S030,SL0020,1,1,view,2026-01-17T04:33:00+00:00,IN,45+,medium
U00698,B0001,S025,SL0018,1,0,no_action,2026-01-28T12:53:00+00:00,IN,25-34,low
U00146,B0026,S001,SL0021,1,0,no_action,2026-01-24T11:11:00+00:00,US,18-24,low
U00104,B0045,S012,SL0033,1,0,no_action,2026-01-12T04:07:00+00:00,AE,25-34,low
U00652,B0033,S017,SL0057,1,1,click,2026-01-21T09:46:00+00:00,EU,25-34,medium
U00066,B0016,S022,SL0022,1,0,no_action,2026-01-22T23:40:00+00:00,IN,45+,low
U00321,B0044,S017,SL0050,1,1,click,2026-01-29T21:41:00+00:00,AE,25-34,medium
U00795,B0043,S019,SL0027,1,1,view,2026-01-03T11:03:00+00:00,US,35-44,medium
U00359,B0015,S018,SL0033,1,1,view,2026-01-23T20:32:00+00:00,IN,18-24,low
U00008,B0051,S005,SL0034,1,0,no_action,2026-01-03T16:40:00+00:00,EU,18-24,low
U00781,B0054,S011,SL0054,1,1,view,2026-01-28T20:17:00+00:00,US,45+,medium
U00567,B0013,S010,SL0058,1,0,no_action,2026-01-17T11:07:00+00:00,EU,18-24,medium
U00265,B0043,S012,SL0035,1,0,no_action,2026-01-26T17:32:00+00:00,AE,18-24,low
U00489,B0003,S007,SL0059,1,1,no_action,2026-01-26T04:36:00+00:00,IN,25-34,low
U00490,B0044,S029,SL0027,1,1,view,2026-01-30T10:06:00+00:00,IN,25-34,low
U00443,B0025,S004,SL0037,1,1,no_action,2026-01-22T13:47:00+00:00,EU,18-24,high
U00769,B0013,S010,SL0053,1,0,no_action,2026-01-12T07:51:00+00:00,US,25-34,medium
U00629,B0037,S013,SL0009,1,1,no_action,2026-01-09T17:03:00+00:00,IN,35-44,low
U00208,B0009,S019,SL0047,1,1,click,2026-01-24T23:47:00+00:00,IN,18-24,medium
U00794,B0062,S006,SL0003,1,1,no_action,2026-01-22T16:54:00+00:00,US,18-24,medium
U00771,B0032,S022,SL0004,1,0,hide_ad,2026-01-05T22:16:00+00:00,US,18-24,low
U00038,B0059,S003,SL0060,1,1,view,2026-01-12T04:39:00+00:00,IN,45+,medium
U00238,B0002,S002,SL0006,1,1,view,2026-01-30T14:07:00+00:00,EU,18-24,medium
U00492,B0067,S007,SL0038,1,1,no_action,2026-01-03T10:33:00+00:00,IN,25-34,low
U00703,B0034,S007,SL0039,1,0,no_action,2026-01-18T01:37:00+00:00,US,18-24,low
U00574,B0068,S019,SL0036,1,0,no_action,2026-01-18T02:49:00+00:00,EU,35-44,medium
U00460,B0006,S025,SL0006,1,1,no_action,2026-01-20T12:29:00+00:00,IN,45+,low
U00245,B0008,S025,SL0003,1,1,view,2026-01-07T20:26:00+00:00,IN,13-17,low
U00078,B0036,S006,SL0002,1,1,view,2026-01-30T22:06:00+00:00,IN,18-24,medium
U00715,B0013,S014,SL0057,1,0,no_action,2026-01-04T01:24:00+00:00,EU,45+,low
U00427,B0047,S006,SL0045,1,1,view,2026-01-22T18:45:00+00:00,US,25-34,medium
U00366,B0005,S019,SL0010,1,1,no_action,2026-01-29T23:09:00+00:00,IN,35-44,medium
